Name                           	 Owner Family	Offset  Title                                DataType   MsgType        Format
LG_AMR_FR_IB_METRIC_SID_ONSET   	0x7	0x1B    0x14    "LG_AMR_FR_IB_METRIC_SID_ONSET = "		DEC16Q15   Title+Data         ""
LG_AMR_FR_MARKER_MAX_METRIC_SID_ONSET   0x7	0x1B    0x15    "LG_AMR_FR_MARKER_MAX_METRIC_SID_ONSET = "	DEC16Q15   Title+Data         ""
LG_AMR_FR_IB_BER_SID_ONSET             	0x7	0x1B    0x16    "LG_AMR_FR_IB_BER_SID_ONSET = "		DEC16Q0    Title+Data         ""
LG_AMR_FR_FOUND_SID_ONSET               0x7	0x1B    0x17    "LG_AMR_FR_FOUND_SID_ONSET = "		DEC16Q0    Title+Data         ""

LG_AMR_FR_MARKER_METRIC_SID_FIRST       0x7	0x1B    0x18    "LG_AMR_FR_MARKER_METRIC_SID_FIRST = "	DEC16Q15   Buffer_E         ""
LG_AMR_FR_I_MARKER_METRIC_SID_FIRST     0x7	0x1B    0x19    "LG_AMR_FR_I_MARKER_METRIC_SID_FIRST = "	DEC16Q15   Title+Data         ""
LG_AMR_FR_MARKER_MAX_METRIC_SID_FIRST   0x7	0x1B    0x1A    "LG_AMR_FR_MARKER_MAX_METRIC_SID_FIRST = "	DEC16Q15   Title+Data         ""
LG_AMR_FR_MARKER_BER_SID_FIRST         	0x7	0x1B    0x1B    "LG_AMR_FR_MARKER_BER_SID_FIRST = "	DEC16Q0    Title+Data         ""
LG_AMR_FR_FOUND_SID_FIRST               0x7	0x1B    0x1C    "LG_AMR_FR_FOUND_SID_FIRST = "		DEC16Q0    Title+Data         ""

LG_AMR_FR_DEINT_RATSCCH	             	0x7	0x1B    0x1D    "LG_AMR_FR_DEINT_RATSCCH = "		DEC16Q0    Buffer_E         ""
LG_AMR_FR_SELECTED_CMD_RATSCCH          0x7	0x1B    0x1E    "LG_AMR_FR_SELECTED_CMD_RATSCCH = "		DEC16Q0    Title+Data         ""
LG_AMR_FR_SELECTED_IND_RATSCCH          0x7	0x1B    0x1F    "LG_AMR_FR_SELECTED_IND_RATSCCH = "		DEC16Q0    Title+Data         ""
LG_AMR_FR_MARKER_METRIC_RATSCCH         0x7	0x1B    0x20    "LG_AMR_FR_MARKER_METRIC_RATSCCH = "		DEC16Q15   Buffer_E         ""
LG_AMR_FR_I_MARKER_METRIC_RATSCCH       0x7	0x1B    0x21    "LG_AMR_FR_I_MARKER_METRIC_RATSCCH = "	DEC16Q15   Title+Data         ""
LG_AMR_FR_MARKER_MAX_METRIC_RATSCCH     0x7	0x1B    0x22    "LG_AMR_FR_MARKER_MAX_METRIC_RATSCCH = "	DEC16      Title+Data         ""
LG_AMR_FR_MARKER_BER_RATSCCH            0x7	0x1B    0x23    "LG_AMR_FR_MARKER_BER_RATSCCH = "		DEC16Q15   Title+Data         ""
LG_AMR_FR_FOUND_RATSCCH                 0x7	0x1B    0x24    "LG_AMR_FR_FOUND_RATSCCH = "			DEC16Q0    Title+Data         ""
LG_AMR_FR_CRC_RATSCCH			0x7	0x1B    0x25    "LG_AMR_FR_CRC_RATSCCH = "			DEC16Q0    Title+Data         ""

LG_AMR_FR_FOUND_FACCH                   0x7	0x1B    0x26    "LG_AMR_FR_FOUND_FACCH = "			DEC16Q0    Title+Data         ""

LG_AMR_FR_SELECTED_CMD_SPEECH           0x7	0x1B    0x27    "LG_AMR_FR_SELECTED_CMD_SPEECH = "		DEC16Q0    Title+Data         ""
LG_AMR_FR_SELECTED_IND_SPEECH           0x7	0x1B    0x28    "LG_AMR_FR_SELECTED_IND_SPEECH = "		DEC16Q0    Title+Data         ""
LG_AMR_FR_METRIC_SPEECH                 0x7	0x1B    0x29    "LG_AMR_FR_METRIC_SPEECH = "			DEC16Q0    Title+Data         ""
LG_AMR_FR_MAX_METRIC_SPEECH             0x7	0x1B    0x2A    "LG_AMR_FR_MAX_METRIC_SPEECH = "		DEC16Q0    Title+Data         ""
LG_AMR_FR_BER_SPEECH                    0x7	0x1B    0x2B    "LG_AMR_FR_BER_SPEECH = "			DEC16Q0    Title+Data         ""
LG_AMR_FR_FOUND_SPEECH                  0x7	0x1B    0x2C    "LG_AMR_FR_FOUND_SPEECH = "			DEC16Q0    Title+Data         ""
LG_AMR_FR_RE_ENCODE_SPEECH		0x7	0x1B    0x2D    "LG_AMR_FR_RE_ENCODE_SPEECH = "			DEC16Q0    Buffer_E         ""
LG_AMR_FR_CRC_SPEECH		     	0x7	0x1B    0x2E    "LG_AMR_FR_CRC_SPEECH = "			DEC16Q0    Title+Data       ""
LG_AMR_FR_AVG_C2I_SPEECH                0x7	0x1B    0x2F	""						DEC16Q4    Formatted	   "AVERAGE_C2I = %d(Q4) "


// AMR Half-rate
LG_AMR_HR_DEINT_BLOCK			0x7   	0x1D   0x0  "LG_AMR_HR_DEINT_BLOCK = "			DEC16Q0    Buffer_E         ""
LG_AMR_HR_I_MARKER_METRIC_SID_1ST	0x7   	0x1D   0x1  "LG_AMR_HR_I_MARKER_METRIC_SID_1ST = "		DEC16Q15   Title+Data         ""
LG_AMR_HR_I_MARKER_METRIC_SID_LAST	0x7   	0x1D   0x2  "LG_AMR_HR_I_MARKER_METRIC_SID_LAST = "		DEC16Q15   Title+Data         ""
LG_AMR_HR_MARKER_METRIC_SID_1ST		0x7   	0x1D   0x3  "LG_AMR_HR_MARKER_METRIC_SID_1ST = "		DEC16Q15   Buffer_E         ""
LG_AMR_HR_MARKER_METRIC_SID_LAST	0x7   	0x1D   0x4  "LG_AMR_HR_MARKER_METRIC_SID_LAST = "		DEC16Q15   Buffer_E         ""
LG_AMR_HR_MARKER_MAX_METRIC_SID_1ST	0x7   	0x1D   0x5  "LG_AMR_HR_MARKER_MAX_METRIC_SID_1ST = "		DEC16      Title+Data         ""
LG_AMR_HR_MARKER_MAX_METRIC_SID_LAST	0x7   	0x1D   0x6  "LG_AMR_HR_MARKER_MAX_METRIC_SID_LAST = "	DEC16      Title+Data         ""
LG_AMR_HR_MARKER_BER_SID_1ST		0x7   	0x1D   0x7  "LG_AMR_HR_MARKER_BER_SID_1ST = "		DEC16Q0    Title+Data         ""
LG_AMR_HR_MARKER_BER_SID_LAST		0x7   	0x1D   0x8  "LG_AMR_HR_MARKER_BER_SID_LAST = "		DEC16Q0    Title+Data         ""

LG_AMR_HR_CODEC_MODE_SID_FIRST_P1	0x7   	0x1D   0x9  	"LG_AMR_HR_CODEC_MODE_SID_FIRST_P1 = "		DEC16Q0    Title+Data         ""
LG_AMR_HR_FOUND_SID_FIRST_P1		0x7   	0x1D   0xA  	"LG_AMR_HR_FOUND_SID_FIRST_P1 = "		DEC16Q0    Title+Data         ""
LG_AMR_HR_CODEC_MODE_SID_UPDATE_P1	0x7   	0x1D   0xB  	"LG_AMR_HR_CODEC_MODE_SID_UPDATE_P1 = "		DEC16Q0    Title+Data         ""
LG_AMR_HR_FOUND_SID_UPDATE_P1		0x7   	0x1D   0xC  	"LG_AMR_HR_FOUND_SID_UPDATE_P1 = "		DEC16Q0    Title+Data         ""
LG_AMR_HR_CODEC_MODE_SID_UPDATE_P2	0x7   	0x1D	  0xD	"LG_AMR_HR_CODEC_MODE_SID_UPDATE_P2 = "		DEC16Q0    Title+Data         ""
LG_AMR_HR_IB_BER_SID_UPDATE_P2		0x7   	0x1D	  0xE   "LG_AMR_HR_IB_BER_SID_UPDATE_P2 = "		DEC16Q0    Title+Data         ""
LG_AMR_HR_DEINT_SID_UPDATE_P2		0x7   	0x1D	  0xF   "LG_AMR_HR_DEINT_SID_UPDATE_P2 = "		DEC16Q0    Buffer_E           ""
LG_AMR_HR_FOUND_SID_UPDATE_P2		0x7   	0x1D	  0x10  "LG_AMR_HR_FOUND_SID_UPDATE_P2 = "		DEC16Q0    Title+Data         ""
LG_AMR_HR_CRC_SID_UPDATE		0x7   	0x1D	  0x11  "LG_AMR_HR_CRC_SID_UPDATE = "			DEC16Q0    Title+Data         ""
LG_AMR_HR_BER_SID_UPDATE		0x7   	0x1D	  0x12  "LG_AMR_HR_BER_SID_UPDATE = "			DEC16Q0    Title+Data         ""

LG_AMR_HR_MARKER_METRIC_RATSCCH		0x7   	0x1D   0x13  "LG_AMR_HR_MARKER_METRIC_RATSCCH = "		DEC16Q15   Buffer_E         ""
LG_AMR_HR_I_MARKER_METRIC_RATSCCH       0x7   	0x1D   0x14  "LG_AMR_HR_I_MARKER_METRIC_RATSCCH = "		DEC16Q15   Title+Data         ""
LG_AMR_HR_MARKER_MAX_METRIC_RATSCCH     0x7  	0x1D   0x15  "LG_AMR_HR_MARKER_MAX_METRIC_RATSCCH = "	DEC16      Title+Data         ""
LG_AMR_HR_MARKER_BER_RATSCCH            0x7   	0x1D   0x16  "LG_AMR_HR_MARKER_BER_RATSCCH = "		DEC16Q0    Title+Data         ""
LG_AMR_HR_CODEC_MODE_RATSCCH_MARKER     0x7   	0x1D   0x17  "LG_AMR_HR_CODEC_MODE_RATSCCH_MARKER = "	DEC16Q0    Title+Data         ""
LG_AMR_HR_FOUND_RATSCCH_MARKER     	0x7   	0x1D   0x18  "LG_AMR_HR_FOUND_RATSCCH_MARKER = "		DEC16Q0    Title+Data         ""
LG_AMR_HR_CODEC_MODE_RATSCCH_DATA       0x7   	0x1D   0x19  "LG_AMR_HR_CODEC_MODE_RATSCCH_DATA = "		DEC16Q0    Title+Data         ""
LG_AMR_HR_CRC_RATSCCH   		0x7   	0x1D   0x1A  "LG_AMR_HR_CRC_RATSCCH = "			DEC16Q0    Title+Data         ""

LG_AMR_HR_SELECTED_MODE_HALF_BLOCK      0x7   	0x1D   0x1B  "LG_AMR_HR_SELECTED_MODE_HALF_BLOCK = "		DEC16Q0    Title+Data         ""
LG_AMR_HR_MODE_METRIC_HALF_BLOCK          0x7 	0x1D   0x1C  "LG_AMR_HR_MODE_METRIC_HALF_BLOCK = "		DEC16Q15   Buffer_E         ""
LG_AMR_HR_SELECTED_MODE_METRIC_HALF_BLOCK 0x7 	0x1D   0x1D  "LG_AMR_HR_SELECTED_MODE_METRIC_HALF_BLOCK = "	DEC16Q0    Title+Data         ""
LG_AMR_HR_MARKER_MAX_METRIC_HALF_BLOCK    0x7 	0x1D   0x1E  "LG_AMR_HR_MARKER_MAX_METRIC_HALF_BLOCK = "	DEC16      Title+Data         ""

LG_AMR_HR_FOUND_FACCH			0x7   	0x1D   0x1F  "LG_AMR_HR_FOUND_FACCH = "			DEC16      Title+Data         ""

LG_AMR_HR_IB_BER_ONSET                 	0x7   	0x1D   0x20  "LG_AMR_HR_IB_BER_ONSET = "			DEC16Q0    Title+Data         ""
LG_AMR_HR_FOUND_ONSET                   0x7   	0x1D   0x21  "LG_AMR_HR_FOUND_ONSET = "			DEC16Q0    Title+Data         ""

LG_AMR_HR_CODEC_MODE_SPEECH             0x7   	0x1D   0x22  "LG_AMR_HR_CODEC_MODE_SPEECH = "		DEC16Q0    Title+Data         ""
LG_AMR_HR_CRC_SPEECH                    0x7   	0x1D   0x23  "LG_AMR_HR_CRC_SPEECH = "			DEC16Q0    Title+Data       ""
LG_AMR_HR_RE_ENCODE_SPEECH              0x7   	0x1D   0x24  "LG_AMR_HR_RE_ENCODE_SPEECH = "			DEC16Q0    Buffer_E         ""
LG_AMR_HR_METRIC_SPEECH                 0x7   	0x1D   0x25  "LG_AMR_HR_METRIC_SPEECH = "			DEC16Q0	   Title+Data         ""
LG_AMR_HR_MAX_METRIC_SPEECH             0x7   	0x1D   0x26  "LG_AMR_HR_MAX_METRIC_SPEECH = "		DEC16      Title+Data         ""
LG_AMR_HR_BER_SPEECH                    0x7   	0x1D   0x27  "LG_AMR_HR_BER_SPEECH = "			DEC16Q0    Title+Data         ""
LG_AMR_HR_FOUND_SPEECH                  0x7   	0x1D   0x28  "LG_AMR_HR_FOUND_SPEECH = "			DEC16Q0    Title+Data         ""

LG_AMR_HR_NEXT_AHS_BLOCK                0x7   	0x1D   0x29  "LG_AMR_HR_NEXT_AHS_BLOCK = "			DEC16Q0    Title+Data         ""
LG_AMR_HR_DECODER_DTX_MODE		0x7   	0x1D   0x2A  "LG_AMR_HR_DECODER_DTX_MODE = "			DEC16Q0    Title+Data         ""

// AMR codec link adaptation
LG_AMR_LINK_ADAPTATION_FRAME_RELIABLE_VALUE      			0x7	0x1D   0x2B  "LG_AMR_LINK_ADAPTATION_FRAME_RELIABLE_VALUE = "	    		    DEC16    	 Title+Data         ""
LG_AMR_LINK_ADAPTATION_CIR_PER_FRAME_DB	       				0x7	0x1D   0x2C  "LG_AMR_LINK_ADAPTATION_CIR_PER_FRAME_DB = "	    	    		    FlpNum    Title+Data         ""
LG_AMR_LINK_ADAPTATION_TABLE_PARAMS 		   			0x7	0x1D   0x2D  ""	    	 	   							    FlpNum    Formatted         "link adaptation table params CirEstValue = 0x%.4hX(Q8) ,a = 0x%.4hX(Q7) ,c =0x%.4hX(Q8)"
LG_AMR_LINK_ADAPTATION_CIR_AVERAGE_FILTER_SUM_DB	       		0x7	0x1D   0x2E  "LG_AMR_LINK_ADAPTATION_CIR_FILTER_SUM_DB = "	    	    	    FlpNum    Title+Data         ""
LG_AMR_LINK_ADAPTATION_BIASED_CIR_FILTER_OUTPUT_VALUE_DB 		0x7	0x1D   0x2F  "LG_AMR_LINK_ADAPTATION_BIASED_CIR_FILTER_OUTPUT_VALUE_DB = "	    FlpNum    Title+Data         ""
LG_AMR_LINK_ADAPTATION_BIASED_CIR_WITH_ADAPTIVE_FACTOR_VALUE_DB 	0x7	0x1D   0x30  "LG_AMR_LINK_ADAPTATION_BIASED_CIR_WITH_ADAPTIVE_FACTOR_VALUE_DB = "	    FlpNum    Title+Data         ""

// SAIC DRFE

LG_VASR_EIG_INPUT_CALC_OPT_WEIGHT                 0x7	0x1E   0x0   "LG_VASR_EIG_INPUT_CALC_OPT_WEIGHT = "                        DEC16Q15   Buffer_E        ""
LG_VASR_EIG_VAL_CALC_OPT_WEIGHT		   	  0x7	0x1E	 0x1   "LG_VASR_EIG_VAL_CALC_OPT_WEIGHT = "                          DEC16Q15   Buffer_E         ""
LG_VASR_EIG_VECTORS_CALC_OPT_WEIGHT	   	  0x7	0x1E	 0x2   "LG_VASR_EIG_VECTORS_CALC_OPT_WEIGHT = "        	             DEC16Q15   Buffer_E         ""
LG_VASR_WEIGHT_MATRIX				  0x7	0x1E	 0x3   "LG_VASR_WEIGHT_MATRIX = "        	                     DEC16Q15   Buffer_E         ""
LG_VASR_H_OUT					  0x7	0x1E	 0x4   "LG_VASR_H_OUT = "        	                             DEC16Q15   Buffer_E         ""
LG_VASR_IN_H_MAT_REDUCE_ANT_NUM		   	  0x7	0x1E   0x5   "LG_VASR_IN_H_MAT_REDUCE_ANT_NUM = "                          DEC16Q15   Buffer_E         ""
LG_VASR_IN_CAUSAL_XOUT_SMP_REDUCE_ANT_NUM  	  0x7	0x1E   0x6   "LG_VASR_IN_CAUSAL_XOUT_SMP_REDUCE_ANT_NUM = "                DEC16Q15   Buffer_E ""
LG_VASR_IN_ANTI_CAUSAL_XOUT_SMP_REDUCE_ANT_NUM    0x7	0x1E   0x7   "LG_VASR_IN_ANTI_CAUSAL_XOUT_SMP_REDUCE_ANT_NUM = "           DEC16Q15   Buffer_E ""
LG_VASR_OUT_EQU_CHANNEL_REDUCE_ANT_NUM	          0x7	0x1E   0x8   "LG_VASR_OUT_EQU_CHANNEL_REDUCE_ANT_NUM = "                   COMP16Q15  Buffer_E ""
LG_VASR_OUT_EQU_CAUSAL_INPUT_REDUCE_ANT_NUM       0x7	0x1E   0x9   "LG_VASR_OUT_EQU_CAUSAL_INPUT_REDUCE_ANT_NUM = "              COMP16Q15  Buffer_E ""
LG_VASR_OUT_EQU_ANTI_CAUSAL_INPUT_REDUCE_ANT_NUM  0x7	0x1E   0xA   "LG_VASR_OUT_EQU_ANTI_CAUSAL_INPUT_REDUCE_ANT_NUM = "         COMP16Q15  Buffer_E ""

LG_ROTATE_AND_SPLIT_IN_SAMP			  0x7	0x1E   0xB   "LG_ROTATE_AND_SPLIT_IN_SAMP = "         		     COMP16Q15  Buffer_E ""
LG_ROTATE_AND_SPLIT_NORM_VAL			  0x7	0x1E   0xC   "LG_ROTATE_AND_SPLIT_NORM_VAL = "         		     DEC16Q15   Buffer_E ""
LG_ROTATE_AND_SPLIT_CAUSAL_OUT_SAMP		  0x7	0x1E   0xD   "LG_ROTATE_AND_SPLIT_CAUSAL_OUT_SAMP = "         	     COMP16Q15  Buffer_E ""
LG_ROTATE_AND_SPLIT_ANTI_CAUSAL_OUT_SAMP          0x7	0x1E   0xE   "LG_ROTATE_AND_SPLIT_ANTI_CAUSAL_OUT_SAMP = "                 COMP16Q15  Buffer_E ""

LG_STWF_CAUSAL_IN_SAMP		                  0x7	0x1E   0xF   "LG_STWF_CAUSAL_IN_SAMP = "         			     COMP16Q15  Buffer_E ""
LG_STWF_CAUSAL_COEFFICIENTS                       0x7	0x1E   0x10  "LG_STWF_CAUSAL_COEFFICIENTS = "         		     COMP16Q15  Buffer_E ""
LG_STWF_CAUSAL_OUT_SAMP			          0x7	0x1E   0x11  "LG_STWF_CAUSAL_OUT_SAMP = "         		  	     COMP16Q15  Buffer_E ""
LG_STWF_ANTICAUSAL_IN_SAMP		          0x7	0x1E   0x12  "LG_STWF_ANTICAUSAL_IN_SAMP = "         		  	     COMP16Q15  Buffer_E ""
LG_STWF_ANTICAUSAL_COEFFICIENTS                   0x7	0x1E   0x13  "LG_STWF_ANTICAUSAL_COEFFICIENTS = "         		     COMP16Q15  Buffer_E ""
LG_STWF_ANTICAUSAL_OUT_SAMP		          0x7	0x1E   0x14  "LG_STWF_ANTICAUSAL_OUT_SAMP = "         		     COMP16Q15  Buffer_E ""

// SAIC status LOGS moved to IMLT.mdb
// LG_DRFE_MODEM_INIT_MODE			  0x7	0x1E   0x15
// LG_RXPE_MODEM_INITIAL_DECISION		  0x7	0x1E   0x16
// LG_RXPE_MODEM_FINAL_DECISION			  0x7	0x1E   0x17
// LG_EQUALIZER_MODE				  0x7	0x1E   0x18


LG_CALC_ACCUMULATED_METRIC_INPUT_LSB_VAL   	  0x7	0x1E   0x19  "LG_CALC_ACCUMULATED_METRIC_INPUT_LSB_VAL = "    	     FlpNumQ15  Title+Data ""
LG_CALC_ACCUMULATED_METRIC_NOISE_VAR_COUNTER      0x7	0x1E   0x1A  "LG_CALC_ACCUMULATED_METRIC_NOISE_VAR_COUNTER = "    	     DEC16  Title+Data ""
LG_CALC_ACCUMULATED_METRIC_ZERO_PATH_METRIC   	  0x7	0x1E   0x1B  "LG_CALC_ACCUMULATED_METRIC_ZERO_PATH_METRIC = "    	     DEC16  Title+Data ""
LG_CALC_ACCUMULATED_METRIC_SURVIVAL_PATH_METRIC   0x7	0x1E   0x1C  "LG_CALC_ACCUMULATED_METRIC_SURVIVAL_PATH_METRIC = "    	     DEC16  Title+Data ""
LG_CALC_ACCUMULATED_METRIC_RESULT   		  0x7	0x1E	 0x1D  "LG_CALC_ACCUMULATED_METRIC_RESULT = "    	     	     FlpNumQ15  Title+Data ""

LG_CALC_SINR_N0_INPUT_TAPS_POWER                  0x7	0x1E   0x1E  "LG_CALC_SINR_N0_INPUT_TAPS_POWER = "    	     	     FlpNumQ15  Title+Data ""
LG_CALC_SINR_N0_INPUT_ACCUMULATED_METRIC          0x7	0x1E   0x1F  "LG_CALC_SINR_N0_INPUT_ACCUMULATED_METRIC = "    	     FlpNumQ15  Title+Data ""
LG_CALC_SINR_N0_OUTPUT_N0                         0x7	0x1E   0x20  "LG_CALC_SINR_N0_OUTPUT_N0 = "    	     	     	     FlpNumQ15  Title+Data ""
LG_CALC_SINR_N0_OUTPUT_SINR	                  0x7	0x1E   0x21  "LG_CALC_SINR_N0_OUTPUT_SINR = "    	     	     	     FlpNumQ15  Title+Data ""

LG_AVERAGE_FLP_NUM_STRUCT_INPUT_SINR1             0x7	0x1E   0x22  "LG_AVERAGE_FLP_NUM_STRUCT_INPUT_SINR1 = "    	     	     FlpNumQ15  Title+Data ""
LG_AVERAGE_FLP_NUM_STRUCT_INPUT_SINR2	          0x7	0x1E   0x23  "LG_AVERAGE_FLP_NUM_STRUCT_INPUT_SINR2 = "    	     	     FlpNumQ15  Title+Data ""
LG_AVERAGE_FLP_NUM_STRUCT_OUTPUT_RESULT           0x7	0x1E   0x24  "LG_AVERAGE_FLP_NUM_STRUCT_OUTPUT_RESULT = "    	     	     FlpNumQ15  Title+Data ""


// SAIC RXPE
LG_RXPE_SAIC_CIR_INPUT_CXX		          0x7	0x1F   0x0  "LG_RXPE_SAIC_CIR_INPUT_CXX = "         		             DEC16Q15  Buffer_E ""
LG_RXPE_SAIC_CIR_INPUT_CHAN_TAPS		  0x7	0x1F   0x1  "LG_RXPE_SAIC_CIR_INPUT_CHAN_TAPS = "         		     COMP16Q15 Buffer_E ""
LG_RXPE_SAIC_CIR_OUTPUT		          	  0x7	0x1F   0x2  "LG_RXPE_SAIC_CIR_OUTPUT = "         		             FlpNumQ15 Title+Data ""

LG_CONDITION_NUMBER_EIGENS_FLAG                   0x7	0x1F   0x3  "LG_CONDITION_NUMBER_DECISION_DEBUG = "                        FlpNum  Title+Data ""
LG_CONDITION_NUMBER_EIGEN_VALUES     	          0x7	0x1F   0x4  "LG_CONDITION_NUMBER_EIGEN_VALUES = "                          FlpNumQ15 Title+Data ""
LG_CONDITION_NUMBER_FALLBACK1		   	  0x7	0x1F   0x5  "LG_CONDITION_NUMBER_FALLBACK1 = "    	                     FlpNumQ15 Title+Data ""
LG_CONDITION_NUMBER_FALLBACK2		   	  0x7	0x1F   0x6  "LG_CONDITION_NUMBER_FALLBACK2 = "    	                     FlpNumQ15 Title+Data ""
LG_CONDITION_NUMBER_FILTER_INPUT_Qn		  0x7	0x1F   0x7  "LG_CONDITION_NUMBER_FILTER_INPUT_Qn = "    	             FlpNumQ15 Title+Data ""
LG_CONDITION_NUMBER_FILTER_INPUT_Vn		  0x7	0x1F   0x8  "LG_CONDITION_NUMBER_FILTER_INPUT_Vn = "    	             FlpNumQ15 Title+Data ""
LG_CONDITION_NUMBER_FILTER_INPUT_Alpha	          0x7	0x1F   0x9  "LG_CONDITION_NUMBER_FILTER_INPUT_Alpha = "                    FlpNumQ15 Title+Data ""
LG_CONDITION_NUMBER_FILTER_INPUT_Beta		  0x7	0x1F   0xA  "LG_CONDITION_NUMBER_FILTER_INPUT_Beta = "                     FlpNumQ15 Title+Data ""
LG_CONDITION_NUMBER_FILTER_OUTPUT_Qn		  0x7	0x1F   0xB  "LG_CONDITION_NUMBER_FILTER_OUTPUT_Qn = "                      FlpNumQ15 Title+Data ""
LG_CONDITION_NUMBER_FILTER_OUTPUT_Vn		  0x7	0x1F   0xC  "LG_CONDITION_NUMBER_FILTER_OUTPUT_Vn = "                      FlpNumQ15 Title+Data ""
LG_CONDITION_NUMBER_DECISION_INPUT_CXX            0x7	0x1F   0xD  "LG_CONDITION_NUMBER_DECISION_INPUT_CXX = "                    DEC16Q15  Buffer_E   ""
LG_CONDITION_NUMBER_DECISION_OUTPUT		  0x7	0x1F   0xE  "LG_CONDITION_NUMBER_DECISION_OUTPUT = "    	             DEC16 	Title+Data   ""

LG_DIAG_CONST_INPUT		                  0x7	0x1F   0xF  "LG_DIAG_CONST_INPUT = "    	             		     FlpNumQ15 Title+Data ""
LG_DIAG_CONST_OUTPUT                              0x7	0x1F   0x10 "LG_DIAG_CONST_OUTPUT = "    	             		     FlpNumQ15 Title+Data ""

LG_COV_MAT_INPUT_NOISE_SAMPLES                    0x7	0x1F   0x11 "LG_COV_MAT_INPUT_NOISE_SAMPLES = "    	                     DEC16Q15 Buffer_E ""
LG_COV_MAT_OUTPUT_CXX			          0x7	0x1F   0x12 "LG_COV_MAT_OUTPUT_CXX = "    	             		     DEC16Q15 Buffer_E ""
LG_COV_MAT_OUTPUT_CXY			          0x7	0x1F   0x13 "LG_COV_MAT_OUTPUT_CXY = "    	             		     DEC16Q15 Buffer_E ""
LG_COV_MAT_OUTPUT_CYY			          0x7	0x1F   0x14 "LG_COV_MAT_OUTPUT_CYY = "    	             		     DEC16Q15 Buffer_E ""

LG_ERROR_MAT_INPUT_CXX			          0x7	0x1F   0x15 "LG_ERROR_MAT_INPUT_CXX = "    	             		     DEC16Q15 Buffer_E ""
LG_ERROR_MAT_INPUT_CXY			          0x7	0x1F   0x16 "LG_ERROR_MAT_INPUT_CXY = "    	             		     DEC16Q15 Buffer_E ""
LG_ERROR_MAT_INPUT_CYY			          0x7	0x1F   0x17 "LG_ERROR_MAT_INPUT_CYY = "    	             		     DEC16Q15 Buffer_E ""
LG_ERROR_MAT_INPUT_INV_CYY		          0x7	0x1F   0x18 "LG_ERROR_MAT_INPUT_INV_CYY = "    	                     DEC16Q15 Buffer_E ""
LG_ERROR_MAT_OUTPUT_CX_Y		          0x7	0x1F   0x19 "LG_ERROR_MAT_OUTPUT_CX_Y = "    	             		     DEC16Q15 Buffer_E ""
LG_ERROR_MAT_OUTPUT_CxyXInvCyy                    0x7	0x1F   0x1A "LG_ERROR_MAT_OUTPUT_CxyXInvCyy = "    	                     DEC16Q15 Buffer_E ""

LG_INV_COV_MAT_INPUT_CYY		          0x7	0x1F   0x1B "LG_INV_COV_MAT_INPUT_CYY = "    	                     	     DEC16Q15 Buffer_E ""
LG_INV_COV_MAT_OUTPUT_INV_CYY	                  0x7	0x1F   0x1C "LG_INV_COV_MAT_OUTPUT_INV_CYY = "    	                     DEC16Q15 Buffer_E ""

LG_RXPE_UPDATE_CH_TAPS_INPUT_FILTER_COEFFICIENTS  0x7	0x1F   0x1D "LG_RXPE_UPDATE_CH_TAPS_INPUT_FILTER_COEFFICIENTS = "    	     DEC16Q15 Buffer_E ""
LG_RXPE_UPDATE_CH_TAPS_INPUT_CHANNEL    	  0x7	0x1F   0x1E "LG_RXPE_UPDATE_CH_TAPS_INPUT_CHANNEL = "    	     	     COMP16Q15 Buffer_E ""
LG_RXPE_UPDATE_CH_TAPS_OUTPUT_UPDATED_CH_TAPS	  0x7	0x1F   0x1F "LG_RXPE_UPDATE_CH_TAPS_OUTPUT_UPDATED_CH_TAPS = "    	     DEC16Q15 Buffer_E ""

LG_SPATIAL_FILTER_COEFFICIENTS_INPUT_CX_Y	  0x7	0x1F   0x20 "LG_SPATIAL_FILTER_COEFFICIENTS_INPUT_CX_Y = "    	     DEC16Q15 Buffer_E ""
LG_SPATIAL_FILTER_COEFFICIENTS_INPUT_CxyXInvXCyy  0x7	0x1F   0x21 "LG_SPATIAL_FILTER_COEFFICIENTS_INPUT_CxyXInvXCyy = "    	     DEC16Q15 Buffer_E ""
LG_SPATIAL_FILTER_COEFFICIENTS_EIGENS_VALUES      0x7	0x1F   0x22 "LG_SPATIAL_FILTER_COEFFICIENTS_EIGENS_VALUES = "    	     FlpNumQ15 Title+Data ""
LG_SPATIAL_FILTER_COEFFICIENTS_EIGEN_VECTORS      0x7	0x1F   0x23 "LG_SPATIAL_FILTER_COEFFICIENTS_EIGEN_VECTORS = "    	     DEC16Q15 Buffer_E ""
LG_SPATIAL_FILTER_COEFFICIENTS_EIGENS_FLAG        0x7	0x1F   0x24 "LG_SPATIAL_FILTER_COEFFICIENTS_EIGENS_FLAG = "    	     DEC16   Title+Data ""
LG_SPATIAL_FILTER_COEFFICIENTS_SPHERING_MATRIX    0x7	0x1F   0x25 "LG_SPATIAL_FILTER_COEFFICIENTS_SPHERING_MATRIX = "    	     DEC16Q15 Buffer_E ""
