Name                           	 Owner Family	Offset  Title                                DataType   MsgType        Format
LG_CLTE_GROUPING_SIZE			  0x7	0xE	0x1D   "CLTE Grouping Size Used               = " 	DEC16 	Buffer_E 	""
LG_CLTE_GROUP_AVG_CIR			  0x7	0xE	0x1E   "CLTE IHT Group Average Cir            = " 	DEC16 	Buffer_E 	""
LG_CLTE_CIR_THRESHOLD_USED		  0x7	0xE	0x1F   "CLTE Cir Threshold Used               = " 	DEC16 	Buffer_E 	""
LG_CLTE_IS_MANDATORY_BURST		  0x7	0xE	0x20   "CLTE Is Mandatory Burst               = " 	DEC16 	Buffer_E 	""
LG_CLTE_TT_FORCE_RESULT			  0x7	0xE	0x21   "CLTE TT Force Result                  = " 	DEC16 	Buffer_E 	""
LG_CLTE_FIRST_TTN_RATIO     		  0x7	0xE	0x22   "CLTE 1st Tap2Noise Ratio              = " 	DEC16 	Buffer_E 	""
LG_CLTE_SECOND_TTN_RATIO    		  0x7	0xE	0x23   "CLTE 2nd Tap2Noise Ratio              = " 	DEC16 	Buffer_E 	""
LG_CLTE_LAST_TTN_RATIO      		  0x7	0xE	0x24   "CLTE Last Tap2Noise Ratio             = " 	DEC16 	Buffer_E 	""
LG_CLTE_REQ_TIME_CORRECTION_SYMBOLS	  0x7	0xE	0x25   "CLTE Required TT Correction [Symbols] = " 	DEC16 	Buffer_E 	""
LG_CLTE_MASTER_TIMESLOT_INDEX  		  0x7	0xE	0x26   "CLTE Master Time-slot Index           = " 	DEC16 	Buffer_E 	""
LG_CLTE_1ST_SLOT_INDEX_IN_FRAME		  0x7	0xE	0x27   "CLTE 1st Time-slot Index In Frame     = " 	DEC16 	Buffer_E 	""
LG_CLTE_MASTER_TIMESLOT_TABLE		  0x7	0xE	0x28   "CLTE Master Time-slot Table           = " 	HEX32 	Buffer_E 	""
LG_CLTE_LOCAL_TAP_EN_COUNT		  0x7	0xE	0x29   "CLTE LocalTapEnCount                  = " 	DEC16 	Buffer_E 	""
LG_CLTE_NUM_SLOTS_IN_IHT_AVG        	  0x7	0xE	0x2A   "CLTE Number Of Averaged Slots In IHT  = " 	DEC16 	Buffer_E 	""
LG_CLTE_AVG_IHT_CIR                 	  0x7	0xE   0x2B   "CLTE Average Cir Over IHT (Q5)        = " 	DEC32 	Buffer_E 	""
LG_CLTE_AVG_NOISE_PER_CH_TAP_ENERGY 	  0x7	0xE   0x2C   "CLTE Noise Per Tap Energy List (Q31)   = " 	DEC32   Buffer_E	"CLTE Avg Noise Per Tap Energy (Q31)   = %d "
LG_RXPE_CLTE_MEDIAN_COUNTERS  		  0x7	0xE   0x2D   "" 						DEC16 	Formatted 	"CLTE Median Counters (Below,At,Above) = %3hd, %3hd, %3hd "
LG_RXPE_CLTE_NEXT_PLACE_CYC_BUF		  0x7	0xE	0x2E   "CLTE Next Place In Cyclic Buff        = " 	DEC16 	Title+Data 	""
LG_CLTE_CHANNEL_TAPS_INPUT		  0x7	0xE	0x2F   "CLTE 1st Place In Cyclic Buff         = " 	DEC16 	Title+Data 	""
LG_CLTE_DIV_S				  0x7	0xE	0x30   "" 						DEC16 	Formatted 	"CLTE div_s( %5hd, %5hd ) "
LG_CLTE_MEDIAN_LEVEL			  0x7	0xE	0x31   "CLTE Median Noise Per Tap Level (Q31) = "  	UDEC32 	Title+Data 	""
LG_CLTE_AVG_ENERGY_PER_CH_TAP   	  0x7	0xE	0x32   "CLTE Avg Energy Per Channel Tap(Q31)  = "  	UDEC32 	Buffer_E 	""
LG_CLTE_VEC   	  			  0x7	0xE	0x33   "Vec = "  					UDEC32 	Buffer 		""
LG_CLTE_STATE_STRUCT_PTR_LIST             0x7	0xE   0x34   "CLTE State Struct Ptr List (Address)  = "  	HEX32 	Buffer_E	""
LG_CLTE_USED_STATE_STRUCT_PTR             0x7	0xE   0x35   "CLTE Used State Struct Ptr (Address)  = "  	HEX32 	Buffer_E	""
LG_CLTE_CURR_FRAME_NUM_LSB         	  0x7	0xE   0x36   "CLTE Current Frame Num (LSB)          = "  	HEX16 	Buffer_E	""
LG_CLTE_OLDEST_ENTRY_FRAME_NUM_LSB 	  0x7	0xE   0x37   "CLTE Oldest History Entry Frame Num   = "  	HEX16 	Buffer_E	""
LG_CLTE_DELETE_DONE			  0x7	0xE   0x38   "CLTE Delete From History Done = "  		HEX16 	Title+Data	""
LG_CLTE_HIST_UPDATE_DONE                  0x7	0xE   0x39   "CLTE Update History Done = "  			HEX16 	Title+Data	""

LG_RXPE_EST_GMSK_CHANNEL_TAPS      	  0x7	0xE   0x3A   "RXPE Est GMSK Channel Taps = "  		COMP16Q15  Buffer_E	""
LG_RXPE_EST_EPSK_CHANNEL_TAPS      	  0x7	0xE   0x3B   "RXPE Est EPSK Channel Taps = "  		COMP16Q15  Buffer_E	""
LG_RXPE_EST_KNOWN_GMSK_CHANNEL_TAPS       0x7	0xE   0x3C   "RXPE Est Known GMSK Channel Taps = "  		COMP16Q15  Buffer_E	""
LG_RXPE_EST_KNOWN_EPSK_CHANNEL_TAPS 	  0x7	0xE   0x3D   "RXPE Est Known EPSK Channel Taps = "  		COMP16Q15  Buffer_E	""
LG_RXPE_FINAL_GMSK_CHANNEL_TAPS           0x7	0xE   0x3E   "RXPE Final GMSK Channel Taps = "  		COMP16Q15  Buffer_E	""
LG_RXPE_FINAL_EPSK_CHANNEL_TAPS           0x7	0xE   0x3F   "RXPE Final EPSK Channel Taps = "  		COMP16Q15  Buffer_E	""

LG_AR_IN_NOISE_SAMP			  0x7	0xE	0x40   "AR Filter Input Noise samples = "  		COMP16Q15  Buffer_E	""
LG_AR_AUTOCORR				  0x7	0xE	0x41   "AR Filter Autocorrelation Result = "		COMP16Q15  Buffer_E	""
LG_AR_OUT_TAPS				  0x7	0xE	0x42   "AR Filter Out Taps = "  	       		COMP16Q15  Buffer_E	""




// Incremental Redundancy points:
LG_IR_EXTRACT_PARAMS_TYPE         0x7 	0xF		0x0    ""                                   DEC16      Formatted      "IR Extract Params: BSN=%d, NewMCS=%d, NewPS=%d, PaddingFlag=%d, SPB = %d, WS=%d"
LG_IR_EXTRACT_STATUS_TYPE         0x7 	0xF		0x1    ""                                   DEC16      Formatted      "IR Extract Result: Status=%d"
LG_IR_STORE_PARAMS_TYPE           0x7 	0xF		0x2    ""                                   DEC16      Formatted      "IR Store Params: BSN=%d, NewMCS=%d, NewPS=%d, PaddingFlag=%d, SPB = %d"
LG_IR_STORE_STATUS_TYPE           0x7 	0xF		0x3    ""                                   DEC16      Formatted      "IR Store Result: Memory Status=%d"
LG_IR_REMOVE_STATUS_TYPE          0x7 	0xF		0x4    ""                                   DEC16      Formatted      "IR Remove Result: Removed BSN=%d, VS=%d, VE=%d (SPB = %d)"
LG_IR_STORE_BURST_DATA            0x7 	0xF		0x5    "LG_IR_STORE_BURST_DATA ="           DEC16      Buffer_E       ""
LG_IR_EXTRACT_BURST_DATA          0x7 	0xF		0x6    "LG_IR_EXTRACT_BURST_DATA ="         DEC16      Buffer_E       ""
LG_IR_NORM_NEW_BURST_DATA         0x7 	0xF		0x7    "LG_IR_NORM_NEW_BURST_DATA ="        DEC16      Buffer_E       ""
LG_IR_DUMPING                     0x7 	0xF		0x8    ""                                   DEC16      Formatted      "IR Dumped BSN %d, VS = %d, VE = %d"
LG_IR_RESET                       0x7 	0xF		0x9    ""                                   DEC16      Formatted      "IR Reset! (%d)"


// AGC log points:
LG_AGC_CHAR                       0x7 	0x10		0x0    ""		                    UDEC32Q32  Formatted      "OriginalTargetPower = %d(w/o DigitalGain) MinimumSignalBelowDC = %d"
// LG_AGC_BUFFER                  0x7 	0x10		0x1    ""           			    DEC16      Formatted      "G2[dB]=%d, RSSI[dBm]=%d"
LG_AGC_MEASUREDY	          0x7 	0x10		0x2    "MeasuredY[dBm]: " 		    Q4         Title+Data     ""
LG_AGC_G2	        	  0x7 	0x10		0x3    "G2[dB]: "     			    DEC16      Title+Data     ""
LG_AGC_INPUT_SAMP                 0x7 	0x10		0x4    "Agc Input Samp = "                  COMP16Q0   Buffer_E       ""
LG_AGC_PRIME			  0x7 	0x10		0x5    ""				    DEC16      Formatted      "SetPoint[dBm]=%d, PrimeVal[dBm]=%d, TransPwr[dB]=%d"
LG_AGC_AVG_PWR_FXP     		  0x7 	0x10		0x6    ""			            UDEC32Q32  Formatted      "AveragePower = %d"
LG_AGC_TPF_FXP 			  0x7 	0x10		0x7    ""			    	    UDEC32Q32  Formatted      "TargetPowerFactored = min(%d,%d)"
LG_AGC_GAIN_CHANGE_DB_FXP 	  0x7 	0x10		0x8    ""				    DEC32Q24   Formatted     "AGC GAIN Change DB = %d (Q24)"
LG_AGC_GAIN_CHANGE_LINEAR_FXP 	  0x7 	0x10		0x9    "AGC Linear Gain Change(linear) = "  FlpNumQ15  Title+Data     ""
LG_AGC_GAIN_CORRECTION_DB_FXP     0x7 	0x10		0xA    " "     	    			    DEC32Q24   Formatted     "AGC Gain correction = %d (Q24)"
LG_AGC_PWR_NO_DC_FXP 	      	  0x7 	0x10		0xB    "WARNING!!!WARNING!!!WARNING!!! IQ SAMPLES ARE DC... AGC PWR No DC = "    UDEC32     Title+Data     ""
LG_AGC_PWR_DC_FXP                 0x7 	0x10		0xC    "AGC PWR DC = "                      UDEC32     Title+Data     ""
LG_AGC_PEAK_DC_PWR_FXP 		  0x7 	0x10		0xD    "AGC Peak DC = " 		    UDEC32Q24  Title+Data    ""
LG_AGC_ACT_PEAK_FXP 		  0x7 	0x10		0xE    "AGC ACT PEAK = "                    UDEC32     Title+Data     ""
LG_AGC_PEAK_ALPHA_FXP 		  0x7 	0x10		0xF    "AGC PEAK ALPHA = " 		    UDEC16     Title+Data     ""
LG_AGC_ALPHA_FXP 		  0x7 	0x10		0x10   "" 			    	    UDEC16Q16  Formatted      "Alpha = %d PeakAlpha = %d"
LG_SET_GAIN_IDEAL_GAIN_BUFFER	  0x7 	0x10		0x11   ""                                   DEC16Q4    Formatted      "IdealGain[0] = %d IdealGain[1] = %d IdealGain[2] = %d IdealGain[3] = %d - Q4"
LG_SET_GAIN_BTS_C0_HOPE		  0x7 	0x10		0x12   ""                                   DEC16      Formatted      "DeltaGain2NextTraffic[0] = %d DeltaGain2NextTraffic[1] = %d DeltaGain2NextTraffic[2] = %d DeltaGain2NextTraffic[3] = %d - Q0"
LG_SET_GAIN_IDEAL_GAIN		  0x7 	0x10		0x13   ""                                   DEC16Q4    Formatted      "ChoosenIdealGain = %d(Q4) SelectedBtsPwrDeltaGain = %d(Q4)"
LG_FAST_STATIC_BUFFER_INDEXS_FLAGS 0x7	0x10		0x14   ""                                   DEC16      Formatted      "UsePtmPowerControl = %d MultiSlotFlag = %d UsePRflag = %d DoubleBufferIndex = %d DoubleBufferBurstIndex = %d"
LG_AGC_POWERS_FXP		  0x7 	0x10		0x15   ""				    UDEC32Q32  Formatted      "PowerNoDc = %d(Q32) PowerMeanDc = %d(Q32)"
LG_AGC_CHAR_2			  0x7 	0x10		0x16   ""                                   DEC16      Formatted      "FullScalePower = %d(Q15) PeakToAverageRatio = %d(Q11) InterferenceMargin = %d(Q8)"
LG_AGC_CHAR_3	  		  0x7 	0x10		0x17   ""                                   DEC16      Formatted      "AlphaAttackUpGain = %d(Q12) AlphaAttackDownGain = %d(Q12) AlphaAttack = %d(Q16) AlphaDecay = %d(Q16)"
LG_AGC_CHAR_4	  		  0x7 	0x10		0x18   ""                                   DEC16      Formatted      "PeakAlphaAttack = %d(Q16) PeakAlphaDecay = %d(Q16) DigitalGain = %d(In Bits)"
LG_AGC_CHAR_5	  		  0x7 	0x10		0x19   "HighGainChange = "                  FlpNumQ15  Title+Data     ""
LG_AGC_NEXT_IDEAL_GAIN            0x7 	0x10		0x1A   "IdealGainInFastAgc = "              Q4         Title+Data     ""
LG_AGC_INPUT_SAMP                  0x10		0x4    "Agc Input Samp = "                  COMP16Q015 Buffer_E         ""


// Channel Enoder points:
LG_CENC_INPUT_BUFFER_DATA_DUMP     0x7	0x11		0x0    "CENC_INPUT_BUFFER_DATA_DUMP = "     DEC16      Buffer           ""
LG_CENC_INTER_BUFFER_DATA_DUMP     0x7	0x11    	0x1    "CENC_INTER_BUFFER_DATA_DUMP = "     DEC16      Buffer           ""
LG_CENC_FORMATTED_BUFFER_DATA_DUMP 0x7	0x11    	0x2    "CENC_FORMATTED_BUFFER_DATA_DUMP = " DEC16      Buffer           ""
LG_CENC_ILV_PRE_F_BUFFER_DATA_DUMP 0x7	0x11    	0x3    "CENC_ILV_PRE_F_BUFFER_DATA_DUMP = " DEC16      Buffer           ""

LG_CENC_ILV_BUFFER_DATA_DUMP 	  0x7 	0x11		0x4    "CENC_ILV_PRE_F_BUFFER_DATA_DUMP = " HEX16      Buffer_E           ""
LG_CENC_ENCXBUFFER_DATA_DUMP 	  0x7 	0x11		0x5    "LG_CENC_ENCXBUFFER_DATA_DUMP = "    HEX16      Buffer_E           ""
LG_TX_DATA_BUF                    0x7 	0x11 	0x6    "LG_TX_DATA_BUF = " 		    HEX16      Buffer_E           ""
LG_TX_SW_BUF                      0x7 	0x11 	0x7    "LG_TX_SW_BUF = " 		    HEX16      Buffer_E           ""

LG_CC_AMR_DTX_INBAND		  0x7 	0x11		0x8    "LG_CC_AMR_DTX_INBAND = " 		    HEX16      Buffer           ""
LG_CC_AMR_DTX_PAYLOAD_BUF         0x7 	0x11		0x9    "LG_CC_AMR_DTX_PAYLOAD_BUF = " 		    HEX16      Buffer           ""
LG_CC_AMR_SPEECH_PAYLOAD_BUF      0x7 	0x11		0xA    "LG_CC_AMR_SPEECH_PAYLOAD_BUF = " 	    HEX16      Buffer           ""
LG_CC_AMR_DTX_ENCODED_BUF         0x7 	0x11		0xB    "LG_CC_AMR_DTX_ENCODED_BUF = " 		    HEX16      Buffer           ""
LG_CC_AMR_SPEECH_ENCODED_BUF      0x7 	0x11		0xC    "LG_CC_AMR_SPEECH_ENCODED_BUF = " 	    HEX16      Buffer           ""
LG_SID_UPDATE_P2_TYPE_BURST 	  0x7 	0x11  	0xD    "IML_ENABLE_LG_SID_UPDATE_P2_TYPE_BURST = "  HEX16      Buffer           ""
LG_SID_UPDATE_P1_TYPE             0x7 	0x11  	0xE    "IML_ENABLE_SID_UPDATE_P1_TYPE = " 	    HEX16      Buffer           ""

LG_CHETDS_LOG_TYPE               0x7 	0x11  	0xF     ""   					   DEC16      Formatted           "Tx Parameters: BurstIndex = %hd, GSM/(E)GPRS Mode (1=EGPRS,0=GSM/GPRS) = %hd, (M)CS = %hd"
LG_CHETDS_LOOPBACK               0x7  	0x11  	0x10    "LoopBack Mode (0=OFF,1=ON) = "   	   DEC16      Title+Data           ""

// DC:
LG_DC_IN                         0x7  	0x12		0x0    "DC In = "                           FlpNumQ15  Title+Data       ""
LG_DC_IN_SAMP                    0x7  	0x12		0x1    "LG_DC_IN_SAMP = "                   COMP16Q15     Buffer_E         ""
LG_DC_OUT_SAMP                   0x7  	0x12    	0x2    "DC Out Samples = "                  COMP16Q15     Buffer_E         ""

// FF:
LG_FF_IN_SAMP                    0x7  	0x13		0x0    "FF In Samples = "                   COMP16Q15     Buffer_E         ""
LG_FF_OUT_SAMP                   0x7  	0x13		0x1    "FF Out Samples = "                  COMP16Q15     Buffer_E         ""


// FB log points
LG_FBS_BLOCK_IN_SAMP		 0x7  	0x14		0x0    "FB block samples BEFORE filter = "  	COMP16Q15     Buffer_E         ""
LG_FBS_BLOCK_OUT_SAMP		 0x7  	0x14		0x1    "FB block samples AFTER filter = "   	COMP16Q15     Buffer_E         ""
LG_FREQ_EST_IN_SAMP              0x7  	0x14		0x2    "FB frequency estimation IN sample = " 	COMP16Q15     Buffer_E         ""
LG_FREQ_EST_OUT_SAMP 		 0x7  	0x14		0x3    "FB frequency estimation OUT sample = "  DEC32Q15      Buffer_E	       ""
LG_T2_FB_RECEIVED_IQ		 0x7  	0x14		0x4    "FB Recived samples = "  	        COMP16Q15     Buffer_E         ""
LG_FB_CORRELATION_RES 		 0x7  	0x14		0x5    "FB Correlation sum = "  	        DEC32Q15      Buffer_E         ""
// LG_FB_STATE_MACHINE 		 0x7  	0x14		0x6    "FB STATE MACHINE = "  	                HEX16         Buffer_E         ""
LG_FB_BEFORE_NORMALIZE		 0x7  	0x14		0x7    "FB samples BEFORE NORMAILZE = "  	COMP16Q15     Buffer_E         ""
LG_FB_AFTER_NORMALIZE		 0x7  	0x14		0x8    "FB samples AFTER NORMAILZE  = "   	COMP16Q15     Buffer_E         ""
LG_FB_AFTER_ROTATE		 0x7  	0x14		0x9    "FB samples AFTER  ROTATTE = "  		COMP16Q15     Buffer_E         ""
LG_FBS_BEFORE_DETECT 		 0x7  	0x14		0xA    "FB samples BEFORE DETECT = "   		COMP16Q15     Buffer_E	       ""
LG_FBS_INSIDE_FILTER 		 0x7  	0x14		0xB    "FB samples INSIDE FILTER = "   		COMP16Q15     Buffer_E	       ""
LG_FBS_NUM_DURATION_BITS	 0x7	0x14            0xE	"FB - num of duration bits left is:"	UDEC16      Title+Data           ""

// CIR
LG_CIR_IN_SAMP                   0x7  	0x15		0x0    "CIR In Samples = "                 COMP16Q15     Buffer_E         ""
LG_CIR_IN_TAPS                   0x7  	0x15		0x1    "CIR In Taps = "                    COMP16Q15     Buffer_E         ""
LG_CIR_IN_TS                     0x7  	0x15		0x2    "CIR In Ts = "                      COMP16Q15     Buffer_E         ""
LG_CIR_IN_NOISE_VAR_FAC          0x7  	0x15		0x3    "LG_CIR_IN_NOISE_VAR_FAC = "        Q2         Title+Data       ""
LG_CIR_OUT_SAMP                  0x7  	0x15		0x4    "CIR Out Samples = "                COMP16Q15     Buffer_E         ""
LG_CIR_OUT_SLOT_CIR              0x7  	0x15		0x5    "CIR Out Slot CIR = "               FlpNumQ15  Title+Data       ""
LG_CIR_OUT_NOISE_VAR             0x7  	0x15		0x6    "CIR Out Nois Var = "               Q2         Title+Data       ""

LG_NSC_IN_SAMP                   0x7  	0x16		0x0    "LG_NSC_IN_SAMP = "                  COMP16Q15     Buffer_E         ""
LG_NSC_OUT_SAMP                  0x7  	0x16		0x1    "NSC Out Samples = "                 COMP16Q15     Buffer_E         ""
LG_NSC_OUT_CLASS                 0x7  	0x16		0x2    "LG_NSC_OUT_CLASS = "                DEC16         Title+Data       ""


LG_QBEP_INPUT_BURST   	   	 0x7  	0x17		0x0    "(QBep) InputBurst = "               DEC16      Buffer_E         ""
LG_QBEP_N0_IN   	   	 0x7  	0x17		0x1    "(QBep) No = "            	    FlpNumQ15  Title+Data       ""
LG_QBEP_TF_IN   	   	 0x7  	0x17		0x2    "(QBep) TotalFactor = "              FlpNumQ15  Title+Data       ""
LG_QBEP_CIR_IN   	   	 0x7  	0x17		0x3    "(QBep) CIR = "            	    FlpNumQ15  Title+Data       ""
LG_QBEP_KQ_IN   	   	 0x7  	0x17		0x4    "(QBep) Kq = "            	    FlpNumQ15  Title+Data       ""
LG_QBEP_INVN0_IN         	 0x7  	0x17		0x5    "(QBep) InvNo = "            	    FlpNumQ15  Title+Data       ""
LG_QBEP_BEP_BURST_TIMES_N   	 0x7  	0x17		0x6    "(QBep) BEPburstTimesN = "           DEC32      Title+Data       ""
LG_QBEP_MEAN_BEP         	 0x7  	0x17		0x7    "(QBep) MeanBep = "            	    FlpNum     Title+Data       ""
LG_QBEP_CV_BEP		         0x7  	0x17		0x8    "(QBep) CvBep = "              	    FlpNum     Title+Data       ""
LG_QBEP_CV_LUT		         0x7  	0x17		0x9    "(QBep) QBepLUT = "                  DEC16      Buffer_E         ""
LG_QBEP_FF      	   	 0x7  	0x17		0xA    "(QBep) FixedFactor = "              FlpNumQ15  Title+Data       ""
LG_QBEP_AF	         	 0x7  	0x17		0xB    "(QBep) AdaptiveFactor = "           FlpNumQ15  Title+Data       ""
LG_QBEP_START	         	 0x7  	0x17		0xC    "(QBep) QBEP START "           	    DEC16      Title+Data       ""

LG_QBEP_GET_BEP_BURST_INPUT 		      	0x7	0x17  0xD    "(QBep) BepBurst*N = "           	  DEC32   Title+Data    ""
LG_QBEP_GET_BEP_BURST_MOD_T                   	0x7	0x17  0xE    "(QBep) Burst Modulation (0=GMSK) = "  DEC16   Title+Data    ""
LG_QBEP_GET_BEP_BURST_OUTPUT 		      	0x7	0x17  0xF    "(QBep) BepBurst = "           	  DEC32   Title+Data    ""
LG_QBEP_GET_MBEP_CBEP_BLOCK_INPUT_BEPBURST    	0x7	0x17  0x10   "(QBep) BepBurst Values = "            DEC32   Buffer_E      ""
LG_QBEP_GET_MBEP_CBEP_BLOCK_OUTPUT_MEANBEP    	0x7	0x17  0x11   ""           	  		  DEC16   Formatted     "(QBep) TempMeanBep (Mant, Exp) = %hd, %hd"
LG_QBEP_GET_MBEP_CBEP_BLOCK_OUTPUT_TMPVARBEP  	0x7	0x17  0x12   ""           	  		  DEC16   Formatted     "(QBep) TempVarBep  (Mant, Exp) = %hd, %hd"
LG_QBEP_GET_MBEP_CBEP_BLOCK_OUTPUT_CVBEP      	0x7	0x17  0x13   ""           	  		  DEC16   Formatted     "(QBep) CvBep       (Mant, Exp) = %hd, %hd"
LG_QBEP_ERROR 				      	0x7	0x17  0x14   "(QBep) Error! ChLen > Max ChLen "     DEC16   Title+Data    ""
LG_QBEP_TF		   		      	0x7	0x17  0x15   ""           	  		  DEC16   Formatted     "(QBep) FixedFactor = %hd, AdaptiveFactor = %hd, TotalFactor = %hd"
LG_BURST_INDEX_FROM_DEINT_BUF                 	0x7	0x17  0x16   "Index From Deint Buffer = "           DEC16   Buffer_E      ""
LG_BURST_FROM_DEINT_BUF                       	0x7	0x17  0x17   "Burst From Deint Buffer = "           DEC16   Buffer_E      ""
LG_BURST_INDEX_TO_DEINT_BUF                   	0x7	0x17  0x18   "Index Into Deint Buffer = "           DEC16   Buffer_E      ""
LG_BURST_TO_DEINT_BUF                         	0x7	0x17  0x19   "Burst Into Deint Buffer = "           DEC16   Buffer_E      ""
LG_MEAN_BEP_MANT_EXP                  	      	0x7	0x17  0x1A   "MEAN_BEP = "           		  DEC16   Title+Data      ""
LG_CV_BEP_MANT_EXP                            	0x7	0x17  0x1B   "CV_BEP   = "           		  DEC16   Title+Data      ""
LG_BEP_BURST_TIMES_N                          	0x7	0x17  0x1C   "BepBurstTimesN = "        		  DEC32   Title+Data      ""
LG_BEP_BURST                         	      	0x7	0x17  0x1D   "BepBurst       = "        		  DEC32   Title+Data      ""
// LG_BEP_RESULTS                   	      	0x7	0x17  0x1E   ""        		  		  DEC32   Title+Data      ""


LG_LB_DL_MOD     		0x7   	0x18		0x0    "Loopback DL modulation (0=GMSK) = " DEC16      Title+Data     ""
LG_LB_STORE			0x7   	0x18		0x1    ""				    HEX16      Formatted      "mode(sym=0)=%x UL_mod(GMSK=0)=%x stealing=%x"
LG_LB_INPUT_BUF                 0x7   	0x18		0x2    "Loopback - Input soft bits: "       HEX16      Buffer         ""
LG_LB_OUTPUT_BUF                0x7   	0x18		0x3    "Loopback - Tx buffer: "             HEX16      Buffer         ""

LG_BD_GMSK_METRIC_IN            0x7   	0x19		0x0    "LG_BD_GMSK_METRIC_IN = "            FlpNum     Title+Data       ""
LG_BD_EPSK_METRIC_IN            0x7   	0x19		0x1    "LG_BD_EPSK_METRIC_IN = "            FlpNum     Title+Data       ""
LG_BD_GMSK_METRIC_OUT           0x7   	0x19		0x2    "LG_BD_GMSK_METRIC_OUT = "           FlpNum     Title+Data       ""
LG_BD_EPSK_METRIC_OUT           0x7   	0x19		0x3    "LG_BD_EPSK_METRIC_OUT = "           FlpNum     Title+Data       ""
LG_BD_MOD_TYPE_OUT              0x7   	0x19		0x4    "LG_BD_MOD_TYPE_OUT = "              FlpNumQ15  Title+Data       ""
LG_BD_DETECTED_MOD              0x7   	0x19		0x5    "Detected Modulation = "             DEC16      Title+Data      ""



LG_NQ_IN_SB                     0x7   	0x1A		0x0    "LG_NQ_IN_SB = "     		    DEC16      Buffer_E         ""
LG_NQ_NORM_IN_Kn                0x7   	0x1A		0x1    "LG_NQ_NORM_IN_Kn = "     	    DEC16      Buffer_E         ""
LG_NQ_NORM_IN_N0                0x7   	0x1A		0x2    "LG_NQ_NORM_IN_N0 = "     	    DEC16      Buffer_E         ""
LG_NQ_OUT_SB                    0x7   	0x1A		0x3    "LG_NQ_OUT_SB = "     		    DEC16      Buffer_E         ""

// AMR General
LG_AMR_ESTIMATED_CIR_PER_SLOT_DB   	0x7	0x1B	0x0    "LG_AMR_ESTIMATED_CIR_PER_SLOT_DB = "	DEC16Q8    Buffer_E         ""
LG_AMR_NORM_INPUT_CIR                   0x7	0x1B    0x1    "LG_AMR_NORM_INPUT_CIR = "		DEC16Q15   Buffer_E         ""
LG_AMR_NORM_INPUT_NOISE                 0x7	0x1B    0x2    "LG_AMR_NORM_INPUT_NOISE = "		DEC16Q15   Buffer_E         ""
LG_AMR_NORM_INPUT_EXP                   0x7	0x1B    0x3    "LG_AMR_NORM_INPUT_EXP = "		DEC16Q0    Title+Data         ""
LG_AMR_NORM_OUTPUT_STEP_SIZE            0x7	0x1B    0x4    "LG_AMR_NORM_OUTPUT_STEP_SIZE = "	FlpNum     Title+Data         ""
LG_AMR_PREV_CODEC_CMD_METRIC         	0x7	0x1B    0x5    "LG_AMR_PREV_CODEC_CMD_METRIC = "	DEC16Q15   Buffer_E         ""
LG_AMR_PREV_CODEC_IND_METRIC         	0x7	0x1B    0x6    "LG_AMR_PREV_CODEC_IND_METRIC = "	DEC16Q15   Buffer_E         ""
LG_AMR_VITERBI_OUTPUT		     	0x7	0x1B    0x7    "LG_AMR_VITERBI_OUTPUT = "		DEC16Q0    Buffer_E         ""
LG_AMR_VITERBI_INPUT    	     	0x7	0x1B    0x8    "LG_AMR_VITERBI_INPUT = "		DEC16Q0    Buffer_E         ""

// AMR Full-rate
LG_AMR_FR_DEINT_SID_UPDATE              0x7	0x1B    0x9    "LG_AMR_FR_DEINT_SID_UPDATE = "		DEC16Q0    Buffer_E         ""
LG_AMR_FR_SELECTED_CMD_SID_UPDATE       0x7	0x1B    0xA    "LG_AMR_FR_SELECTED_CMD_SID_UPDATE = "	DEC16Q0    Title+Data         ""
LG_AMR_FR_SELECTED_IND_SID_UPDATE       0x7	0x1B    0xB    "LG_AMR_FR_SELECTED_IND_SID_UPDATE = "	DEC16Q0    Title+Data         ""
LG_AMR_FR_MARKER_METRIC_SID_UPDATE      0x7	0x1B    0xC    "LG_AMR_FR_MARKER_METRIC_SID_UPDATE = "	DEC16Q15   Buffer_E         ""
LG_AMR_FR_I_MARKER_METRIC_SID_UPDATE    0x7	0x1B    0xD    "LG_AMR_FR_I_MARKER_METRIC_SID_UPDATE = "	DEC16Q15   Title+Data         ""
LG_AMR_FR_MARKER_MAX_METRIC_SID_UPDATE  0x7	0x1B    0xE    "LG_AMR_FR_MARKER_MAX_METRIC_SID_UPDATE = "	DEC16      Title+Data         ""
LG_AMR_FR_MARKER_BER_SID_UPDATE         0x7	0x1B    0xF    "LG_AMR_FR_MARKER_BER_SID_UPDATE = "	DEC16Q15   Title+Data         ""
LG_AMR_FR_FOUND_SID_UPDATE              0x7	0x1B    0x10    "LG_AMR_FR_FOUND_SID_UPDATE = "		DEC16Q0    Title+Data         ""
LG_AMR_FR_CRC_SID_UPDATE                0x7	0x1B    0x11    "LG_AMR_FR_CRC_SID_UPDATE = "		DEC16Q0    Title+Data         ""
LG_AMR_FR_BER_SID_UPDATE                0x7	0x1B    0x12    "LG_AMR_FR_BER_SID_UPDATE = "		DEC16Q0    Title+Data         ""

LG_AMR_FR_SELECTED_IND_SID_ONSET        0x7	0x1B	0x13    "LG_AMR_FR_SELECTED_IND_SID_ONSET = "	DEC16Q0    Title+Data         ""
